CourseCode,CourseFullName
 ENGR 157SL , Community Action/Community Service
 ENGR 160SL , Engineering Projects in Community Service UD
 ENGR 180 , Individual Studies
 ENGR 192 , International Program Studies
 ENGR 194 , Business Organization and Management of Technology Enterprise
 ENGR 195A , Global and Social Issues in Engineering
 ENGR 195B , Global and Social Issues in Engineering
 ENGR 195C , Interdisciplinary Senior Project I
 ENGR 195D , Interdisciplinary Senior Project II
 ENGR 195E , Interdisciplinary Computing Project
 ENGR 197 , Cooperative Education Project
 ENGR 198 , Technology and Civilization
 ENGR 199A , Senior Design Project I
 ENGR 199B , Senior Design Project II
 ENGR 200W , Engineering Reports and Graduate Research
 ENGR 201 , Engineering Analysis
 ENGR 202 , Systems Engineering
 ENGR 203 , Engineering Management
 ENGR 206 , Renewable Energy Systems
 ENGR 231 , Fundamentals of Facility Management
 ENGR 232 , Technology for Facility Management
 ENGR 233 , Managing Facility Assets for Cost and Compliance
 ENGR 234 , Facility Operations and Maintenance
 ENGR 240 , Control Systems Design and Applications
 ENGR 241 , Modeling and Control of Energy Systems
 ENGR 242 , Power Converters for Alternative Energy Systems
 ENGR 243 , Energy Storage Applications and Manufacturing
 ENGR 244 ," Risk Management, Resilience, and Reliability of Energy Systems"
 ENGR 261 , Battery Technologies I
 ENGR 262 , Battery Technologies II
 ENGR 263 , Battery Electrochemistry
 ENGR 264 , Battery Manufacturing
 ENGR 265 , Battery Control Systems
 ENGR 271 , Passive Optical Sensing
 ENGR 281 , Master’s Project/Thesis Preparation Seminar
 ENGR 282A , Engineering for Teachers: Introduction to Engineering Design
 ENGR 282B , Engineering for Teachers: Principles of Engineering
 ENGR 282C , Engineering for Teachers: Digital Electronics
 ENGR 282D , Engineering for Teachers: Gateway to Technology Foundations
 ENGR 282E , Engineering for Teachers: Gateway to Technology Specializations
 ENGR 282F , Engineering for Teachers: Civil Engineering and Architecture
 ENGR 295A , Master Project I
 ENGR 295B , Master Project II
 ENGR 297C , Special Topics in Systems Engineering
 ENGR 297D , Special Topics in Emerging Technologies
 ENGR 297E , Special Topics in Electronic Materials and Devices
 ENGR 297G , Battery Technology 1
 ENGR 297M , Special Topics in Engineering Management
 ENGR 298 , Master’s Project
 ENGR 298I , MSE Internship
 ENGR 299 , Master’s Thesis
 ENGR 1081W , Basic Writing Workshop
 ENGR 1290R , Culminating Experience Supervision
 DSIT 5 , Introduction of Interior Design and Architecture
 DSIT 10 ," Sketching, Drawing + Modeling"
 DSIT 29 , Design Process
 DSIT 33 , Architectural Presentation
 DSIT 34 , Interior Architecture Foundation Studio
 DSIT 83 , Visual Communication I
 DSIT 100 , Building Codes
 DSIT 101 , Architectural Systems and Materials + Adv Modeling
 DSIT 102 , Computer Graphics for Interior Architecture
 DSIT 103 , Interior Architecture Conceptual Design Studio
 DSIT 104 , Interior Architecture Space Planning Studio
 DSIT 105 , Interior Architecture Advanced Design Studio
 DSIT 106 , Architectural Project Materials
 DSIT 107 , Furniture Design
 DSIT 108 , Architectural Lighting Design
 DSIT 109 , Object Design for Interiors
 DSIT 110 , Capstone Thesis Studio
 DSIT 111 , Interior Architecture Seminar
 DSIT 112 , Professional Practice of Interior Archit
 DSIT 116 , Solar Energy Analysis
 DSIT 132 , Solar Home Design
 DSIT 151 , Introduction to Urban Design
 DSIT 152 , Introduction to Urban Design Studio
 DSIT 192 , International Program Studies
 DSIT 192C , History of Interior Design
 ITAL 1A , Elementary Italian
 ITAL 1B , Elementary Italian
 ITAL 2 , Basic Reading and Writing
 ITAL 92 , International Program Studies
 ITAL 101A , Advanced Italian
 ITAL 101B , Advanced Italian
 ITAL 102 , Italian Culture
 ITAL 180 , Individual Studies in Italian
 ITAL 192 , International Program Studies
 JPN 1A , Elementary Japanese
 JPN 1B , Elementary Japanese
 JPN 25A , Intermediate Japanese
 JPN 25B , Intermediate Japanese
 JPN 92 , International Program Studies
 JPN 101A , Advanced Japanese
 JPN 101B , Advanced Japanese
 JPN 101C , Advanced Conversational Japanese
 JPN 102A , Japanese Culture
 JPN 102B , Local and Minority Cultures in Japan
 JPN 103 , Japanese Ideography and Calligraphy
 JPN 105 , Media Japanese
 JPN 107 , Japanese for Business Professionals
 JPN 110 , Japanese Linguistics
 JPN 120 , Japanese Literature and Translation
 JPN 130 , Readings in Japanese Culture
 JPN 135 , Japanese Culture and Society in Films
 JPN 140 , Japanese Drama and Lyrics
 JPN 150 , Japanese Narratives and Life stories
 JPN 160 , Special Topics in Japanese Studies
 JPN 180 , Individual Studies in Japanese
 JPN 192 , International Program Studies
 JWSS 10A , Elementary Hebrew
 JWSS 10B , Elementary Hebrew
 JWSS 15A , Intermediate Hebrew
 JWSS 15B , Intermediate Hebrew
 JWSS 90 , Bible History and Literature
 JWSS 102A , Advanced Hebrew
 JWSS 102B , Advanced Hebrew
 JWSS 111 , Special Topics in Jewish Studies
 JWSS 126 , Holocaust Literature
 JWSS 144 , Middle Eastern Politics
 JWSS 180 , Individual Studies
 JOUR 50 , Navigating the News
 JOUR 61 ," Writing for Print, Electronic and Online Media"
 JOUR 92 , International Program Studies
 JOUR 95 , Beginning Digital News Photography
 JOUR 130 , Student Media Apprentice
 JOUR 132 ," Magazine Reporting, Print and Online"
 JOUR 133 , Editing and News Management
 JOUR 136 , Newspaper and Magazine Design
 JOUR 137 , Reviewing the Arts
 JOUR 138 , Sports Journalism Investigation
 JOUR 140A , Student Media Production: Update News
 JOUR 140B , Student Media Production: Spartan Daily
 JOUR 140C , Student Media Production: The Spear
 JOUR 140D , Student Media Production: Magazine
 JOUR 150 , News Media Management
 JOUR 167 , Television News Magazine
 JOUR 176A , Documentary Unit I - Short Form Feature Production
 JOUR 176B , Documentary Unit II - Long Form/Series Production
 JOUR 192 , International Program Studies
 JS 10 , Introduction to Justice Studies
 JS 12 , Introduction to Legal Studies
 JS 15 , Introductory Statistics in Justice Studies
 JS 25 , Introduction to Human Rights and Justice
 JS 92 , International Program Studies
 JS 100W , Writing Workshop
 JS 101 , Critical Issues and Ideas in Justice
 JS 102 , Police and Society
 JS 103 , Courts and Society
 JS 104 , Penal Politics & Institutions
 JS 107 , Justice Management and Ethics
 JS 114 , Research Methods in Justice Studies
 JS 117 , Qualitative Research Methods
 JS 121 , Media and Justice
 JS 122 , Drugs and Society
 JS 123 ," Terrorism, Intelligence, and Security"
 JS 127 , Immigration and Justice
 JS 128 ," Punishment, Culture and Society"
 JS 129 , International Crime and Deviance
 JS 130 , Sexuality & Justice
 JS 131 ," Crisis Intervention, Mediation and Restorative Justice"
 JS 132 ," Race, Gender, Inequality and the Law"
 JS 136 , Family and Community Violence
 JS 137 , Collaborative Response to Family Violence
 JS 140 , Record Clearance Project
 JS 141 , Record Clearance Project Representation
 JS 142 , Record Clearance Project - Advanced Study and Community Involvement
 JS 143 , Criminal Evidence and Procedure
 JS 144 , Criminal Law
 JS 145 , White Collar Crime
 JS 146 , Guns and the Law
 JS 150 , Gender and Crime
 JS 151 , Criminological Theory
 JS 152 , Juvenile Delinquency & Justice
 JS 153 , Crime and Justice Across the Life Course
 JS 155 , Victimology
 JS 156 ," Gangs, Criminal Syndicates & Justice"
 JS 157 , Deviance and Justice
 JS 158 , The Prison Community
 JS 161 , Introduction to Cybercrime
 JS 171 , Human Rights and Justice
 JS 172 , Human Trafficking and Modern Day Slavery
 JS 179 , Human Rights Practicum and Seminar
 JS 180 , Individual Studies
 JS 181 , Internship: Justice Studies
 JS 184 , Directed Reading
 JS 185 , Special Topics in Law and Justice
 JS 185ITL , Justice Studies International Experience
 JS 189 , Senior Seminar: Contemporary Problems
 JS 192 , International Program Studies
 JS 201 , Justice and Social Theory
 JS 202 , Survey of Research Methods
 JS 203 , Seminar in Applied Statistics in Justice
 JS 204 ," Justice Organizations, Ethics & Change"
 JS 205 , Seminar in Law and Courts
 JS 206 , Seminar in Juvenile Justice
 JS 207 , Seminar in Qualitative Research Methods
 JS 208 , Seminar: Punishment & Society
 JS 209 , Seminar in Police and Social Control
 JS 211 , Historical Issues in Justice Studies
 JS 212 , Local & Global Perspectives on Human Rights
 JS 214 ," Seminar: Social Movement, Community Organizing, and Social Justice"
 JS 218 ," Seminar: Immigration, Law & Justice"
 JS 220 , Seminar: Criminological Theory
 JS 221 , Seminar: Deviance & Social Control
 JS 222 , Seminar: Penal Policies and Justice
 JS 223 , Seminar: Comparative Criminology & Criminal Justice
 JS 243 , Collaborative Dialogues Seminar
 JS 244 , Collaborative Projects Seminar
 JS 245 , Collaborative Field Experience Seminar
 JS 245B , Independent Study ICR Field Placement
 JS 248 , Community Justice
 JS 249 , Neurobiology Response to Family Violence
 JS 265 , Comparative Criminal Justice Systems
 JS 266 , Applied Research Methods and Statistics
 JS 267 , Crime and Gender Around the World
 JS 268 , Immigration and International Law
 JS 269 , Cyber Forensics
 JS 270A , Global Terrorism
 JS 271 , International Human Rights
 JS 272 , Policing in Global Contexts
 JS 273 , International Criminology and Juvenile Delinquency
 JS 274 , Applied Project
 JS 281 , Justice Practicum
 JS 288 , Seminar in Special Topics
 JS 297 , Program Evaluation Project
 JS 298 , Special Study
 JS 299 , Master’s Thesis
 JS 1290R , Thesis/Project Supervision
 KIN 68 , Visual Representations of Sport in Popular Culture
 KIN 69 , Stress Management: A Multidisciplinary Perspective
 KIN 70 , Introduction to Kinesiology
 KIN 80 , Individual Movement Studies
 KIN 92 , International Program Studies
 KIN 100W , Writing Workshop
 KIN 101 , Sport in America
 KIN 105 , Water Safety Instructor’s Course
 KIN 106 , Advanced SCUBA and Aquatic Technology
 KIN 107 , Adapted Aquatics
 KIN 108 , Adapted Physical Activity for Young Adults with Disabilities
 KIN 111 , Sport & Movement in a Global Context
 KIN 111ITL , Sport & Movement in a Global Context: International Experience
 KIN 145A , Physical Activity for Older Adults
 KIN 147 , Biomechanical Assessment of Movement
 KIN 149 , Child Health and Physical Activity
 KIN 151 , Sports and Fitness Marketing
 KIN 152 , Theory of Sport and Fitness Management
 KIN 153 , Sport Facility and Event Management
 KIN 154A , Instrumentation in Exercise Physiology and Biomechanics
 KIN 154B , ECG Interpretations and “Graded” Exercise Testing
 KIN 155 , Exercise Physiology
 KIN 156 , Introduction to Adapted Physical Activity
 KIN 157 , Physiological Assessment
 KIN 158 , Biomechanics
 KIN 159 , Sport and Adapted Activities
 KIN 160 , History of Sport and Physical Education
 KIN 161 , Philosophical Perspectives of Sport
 KIN 162 , Advanced Fitness Assessment and Exercise Prescription
 KIN 163 , Physical Fitness and Nutrition
 KIN 164 , Sociocultural Perspectives
 KIN 165 , Motor Development
 KIN 166 , Motor Learning
 KIN 167 , Sports Psychology
 KIN 168 , Psychology of Coaching
 KIN 169 ," Diversity, Stress and Health"
 KIN 170B , Field Experience-Teaching
 KIN 170D , Fieldwork in Sport Management
 KIN 170E , Field Experience Coaching on Campus
 KIN 171A , Non Traditional Game and Sport Activities
 KIN 172 ," Elementary School Programs, K-6"
 KIN 173 , Introduction to Teaching Physical Education and Non-Traditional Sports
 KIN 174 , Assessment of Psychomotor Function
 KIN 175 , Measurement and Evaluation in Kinesiology
 KIN 176 , Exercise Psychology
 KIN 177 , Movement Experiences for Children
 KIN 178 , Management Practices for Physical Education Teachers
 KIN 179 , Design and Assessment of Movement Experiences
 KIN 180 , Independent Study
 KIN 180C , Individual Studies: Coaching
 KIN 184 , Directed Reading
 KIN 185 , Senior Seminar
 KIN 185H , Senior Seminar - Honors
 KIN 187 , Clinical Exercise Physiology
 KIN 188 , Prevention and Care of Athletic Injuries
 KIN 189 , Prevention and Care of Athletic Injuries Laboratory
 KIN 191A , Advanced Assessment of Lower Extremity Injuries
 KIN 191B , Advanced Assessment of Upper Extremity Injuries
 KIN 192 , International Program Studies
 KIN 193 , Organization & Administration in Athletic Training
 KIN 194 , Therapeutic Exercise
 KIN 195 , Therapeutic Modalities
 KIN 197A , Practicum in Athletic Training I
 KIN 197B , Practicum in Athletic Training II
 KIN 197C , Practicum in Athletic Training III
 KIN 197D , Practicum in Athletic Training IV
 KIN 198 , Internship in Kinesiology
 KIN 250 , Fundamentals of Quantitative Research
 KIN 251 , Fundamentals of Qualitative Research
 KIN 255 , Advanced Exercise Physiology
 KIN 256 , Environmental Exercise Physiology
 KIN 257 , Biomechanics
 KIN 259 , Advanced Internship in Adapted Physical Activity
 KIN 260 , Philosophy of Sport and Embodiment
 KIN 264 , Sport Sociology
 KIN 265 , Advanced Motor Development
 KIN 266 , Principles and Concepts of Perceptual Motor Learning
 KIN 267 , Advanced Sport Psychology
 KIN 268 , Evidence Based Research and Practice in Management and Assessment of Injuries to Lower Extremities
 KIN 269 , Evidence Based Research and Practice in the Mgmt and Assessment of Injuries to the Upper Extremity
 KIN 271 , Advanced Topics in Athletic Training
 KIN 272 , Evidence Based Research in the Practice of Therapeutic Exercise
 KIN 273 , Evidence Based Research in the Practice of Therapeutic Modalities
 KIN 280 , Advanced Fieldwork in Sport Management
 KIN 281 , Legal and Ethical Aspects of Sport
 KIN 282 , Marketing and Social Aspects of Sport
 KIN 283 ," Management, Leadership and Communication in Sport"
 KIN 284 , Financial Aspects of Sport
 KIN 285 , Internship in Kinesiology
 KIN 286 , Independent Study
 KIN 287 , Advanced Clinical Exercise Physiology
 KIN 289 , Master of Arts Seminar in Kinesiology
 KIN 292A , Leadership and Administration in Athletic Training
 KIN 292B , Seminar in Sports Medicine II
 KIN 293A , Fieldwork in Athletic Training I
 KIN 293B , Fieldwork in Athletic Training II
 KIN 293C , Fieldwork in Athletic Training III
 KIN 293D , Fieldwork in Athletic Training IV
 KIN 296A , Advanced Topics in Athletic Training
 KIN 298 , Special Studies
 KIN 299 , Master’s Thesis or Project
 KNED 184I , Student Teaching for Kinesiology Individualized Interns
 KNED 184Y , Student Teaching II: Classroom Teaching
 KNED 184Z , Student Teaching III - Classroom Teaching
 KNED 189 , Student Teaching Seminar in Adapted PE
 KNED 339 , Instructional Materials and Procedures in Physical Education
 LATN 1B , Elementary Latin
 LATN 92 , International Program Studies
 LATN 180 , Individual Studies in Latin
 LSTP 10 , Chronicles of Education
 LSTP 85A , Fieldwork in Humanities A
 LSTP 85B , Fieldwork in Humanities B
 LSTP 85C , Fieldwork in Humanities C
 LSTP 139 , Education and (In)Equality
 LSTP 185 , Field Experience in Humanities
 LING 20 , Nature of Language
 LING 21 , Language and Thinking
 LING 22 , Language across the Lifespan
 LING 24 ," Language Variation in Space, Time, & Culture"
 LING 25 , Languages of the World
 LING 26 , Quantitative Reasoning in Linguistic Diversity
 LING 92 , International Program Studies
 LING 101 , Introduction to Linguistics
 LING 107 , Patterns of English
 LING 108 ," Introduction to Second Language Development, Teaching, and Assessment"
 LING 111 , Introduction to Linguistic Phonetics
 LING 112 , Introduction to Syntax
 LING 113 , Introduction to Phonology
 LING 114 , Introduction to Semantics and Discourse
 LING 115 , Corpus Linguistics
 LING 122 , English as a World Language
 LING 123 , Sound and Communication
 LING 124 , Introduction to Speech Technology
 LING 125 , Introduction to Historical and Comparative Linguistics
 LING 129 ," Culture, Language and Ethnicity in the U.S."
 LING 161 , Psycholinguistics
 LING 162 , Introduction to Morphology
 LING 165 , Introduction to Natural Language Processing
 LING 166 , Sociolinguistics
 LING 167 , Multilingualism and Language Contact
 LING 180 , Individual Studies
 LING 192 , International Program Studies
 LING 201 , Phonology: Theory and Applications
 LING 202A , Syntactic Theory
 LING 203 , Semantic Structures
 LING 213 , Linguistic Field Methods
 LING 298 , Individual Studies
 LING 299 , Master’s Thesis or Project
 LING 1290R , Culminating Experience Supervision
 LLD 92 , International Program Studies
 LLD 100A , Writing Competency through Genres
 LLD 100W , Writing Workshop
 LLD 100WB , Writing Workshop for Business Students
 LLD 192 , International Program Studies
 LLD 230 , Seminar in Linguistics/TESOL
 LLD 250W , Becoming a Professional in Linguistics/TESOL
 LLD 260 , English Structures for Teaching I
 LLD 261 , English Structures for Teaching II
 LLD 270 , Second Language Acquisition
 LLD 271 , Intercultural Communication and Second Language Acquisition
 LLD 280 , Methods and Materials for Teaching English to Speakers of Other Languages
 LLD 282 , Practicum in Teaching English to Speakers of Other Languages
 LLD 283 , Curriculum and Assessment in TESOL
 LLD 293 , Teaching College-level Reading and Writing
 LLD 298 , Individual Studies
 LLD 299 , Master’s Thesis or Project
 LLD 1004 , Tutorial for Successful Writing
 LLD 1290R , Culminating Experience Supervision
 MS 103 , Marine Ecology
 MS 105 , Marine Science Diving
 MS 112 , Marine Birds and Mammals
 MS 113 , Marine Ichthyology
 MS 124 , Marine Invertebrate Zoology I
 MS 131 , Marine Botany
 MS 135 , Physiological Ecology of Marine Algae
 MS 141 , Geological Oceanography
 MS 142 , Physical Oceanography
 MS 143 , Chemical Oceanography
 MS 144 , Biological Oceanography
 MS 180 , Independent Studies
 MS 201 , Library Research Methods in Marine Science
 MS 202 , Oceanographic Instrumentation
 MS 203 , Advanced Marine Ecology
 MS 204 , Sampling and Experimental Design
 MS 206 , Molecular Biological Techniques
 MS 208 , Scientific Methods
 MS 210 ," Advanced Marine Mammals, Birds & Turtles"
 MS 211 ," Ecology of Marine turtles, Birds, and Mammals"
 MS 212 , Advanced Topics in Marine Vertebrates
 MS 213 , Advanced Marine Ichthyology
 MS 214 , Physiological Ecology of Marine Animals
 MS 221 , Advanced Topics in Marine Invertebrates
 MS 231 , Biology of Seaweeds
 MS 233 , Advanced Topics in Marine Ecology
 MS 234 , Advanced Biological Oceanography
 MS 248 , Marine Benthic Habitat Techniques
 MS 251 , Marine Geochemistry
 MS 253 , Marine Pollution
 MS 263 , Data Analysis in Marine Science
 MS 272 , Subtidal Ecology
 MS 273 , Marine Environmental Studies of the Gulf of California
 MS 274 , Advanced Topics in Oceanography
 MS 280 , Scientific Writing
 MS 285 , Graduate Seminar in Marine Science
 MS 298 , Research in the Marine Science
 MS 299 , Master’s Thesis
 MS 1290R , Culminating Experience Supervision
 MCOM 63 , New Media
 MCOM 70 , Visual Communication for Modern Media
 MCOM 72 , Mass Communication and Society
 MCOM 84 , Storytelling in the Age of Intelligent Machines
 MCOM 92 , International Program Studies
 MCOM 100W , Writing Workshop: Mass Communications
 MCOM 101 , Media Law and Ethics
 MCOM 103 , History of American Media
 MCOM 104 , Introduction to Mass Communications Research
 MCOM 105 ," Lifestyles, Diversity and the Media"
 MCOM 106 , Global Mass Communication
 MCOM 107 ," Audio Podcasting, Aesthetics and Invention"
 MCOM 108 ," Virtual Worlds, Virtual Reality and Mass Media"
 MCOM 111 , Internship
 MCOM 139 , Special Topics Seminar
 MCOM 163 , Advanced New Media Technologies
 MCOM 170 , Strategic Social Media & Digital Marketing
 MCOM 175 , Social Media and Web Analytics
 MCOM 180 , Independent Study
 MCOM 180ITL , JMC International Experience
 MCOM 192 , International Program Studies
 MCOM 199A , Advertising & Public Relations Agency I
 MCOM 199B , Advertising & Public Relations Agency II
 MCOM 210 , Media and Social Issues
 MCOM 215 , New Media Visionaries
 MCOM 270 , Communication Law and Public Policy
 MCOM 280 , Communication Management
 MCOM 284 , Advanced User Experience
 MCOM 285 , Web Design and Development
 MCOM 290 , Theory of Mass Communications
 MCOM 295 , Mass Communications Research
 MCOM 298A , Master’s Project I
 MCOM 298B , Master’s Project II
 MCOM 299 , Master’s Thesis
 MARA 200 , Record and Recordkeeping Professions
 MARA 204 ," Management of Archives, Records, Inf. Governance"
 MARA 210 ," Records Creation, Appraisal, and Retention"
 MARA 211 ," Access, Storage and Retrieval of Records"
 MARA 249 ," Management of Digital Data, Information, Records"
 MARA 256 , 21st Century Archival Methods
 MARA 283 , Enterprise Content Management and Digital Preservation
 MARA 284 , Seminar in Archives and Records Management
 MARA 285 , Research Methods in Records Management and Archival Science
 MARA 286 , Information Assurance
 MARA 289 , Advanced Topics in Archives and Records Administration (ePortfolio)
 MARA 292 , Professional Certification
 MARA 293 , Professional Experience: Projects
 MARA 294 , Professional Experience
 MARA 295 , Organizational Consulting Project (OCP)
 MATE 25 , Introduction to Materials
 MATE 92 , International Program Studies
 MATE 115 , Structure/Properties of Solids
 MATE 129 , Introduction to Integrated Circuits Processing and Design
 MATE 131 , Fundamentals of Additive Manufacturing
 MATE 135 , Introduction to Composite Materials
 MATE 141 , Structure and Analysis of Materials
 MATE 143 , Principles of Scanning Electron Microscopy
 MATE 144 , X-Ray Diffraction Lab
 MATE 145 , Principles of Scanning Probe Microscopy
 MATE 150 , Introduction to Computational Materials Engineering
 MATE 151 , Solid State Thermodynamics
 MATE 152 , Solid State Kinetics
 MATE 153 ," Electronic, Optical and Magnetic Properties of Materials"
 MATE 154 , Metals and Alloys
 MATE 155 , Materials Selection and Process Design
 MATE 165 , Photovoltaic Fabrication/Testing Lab
 MATE 168 , Microfluid Fabrication and Design
 MATE 169 , Microelectromechanical Systems Fabrication and Design
 MATE 175 , Biomaterials
 MATE 180 , Individual Studies
 MATE 185 , Ceramics
 MATE 186 , Polymers
 MATE 193 , Special Topics in Materials Characterization Lab
 MATE 195 , Mechanical Behavior of Materials
 MATE 197 , Cooperative Education Project
 MATE 198A , Senior Design Project
 MATE 198B , Senior Design Project
 MATE 199 , Special Topics in Chemical and Materials Engineering
 MATE 205 , Advanced Mechanical Behavior of Solids
 MATE 210 , Experimental Methods in Materials Engineering
 MATE 215 , Solid State Materials Engineering
 MATE 220 , Principles and Applications of Electrochemistry
 MATE 232 , Plasma Processing of Materials
 MATE 241 , Advanced Methods of Materials Characterization
 MATE 244 , Introduction to Materials Informatics and Data Sciences
 MATE 250 , Advanced Computational Materials Engineering
 MATE 251 , Advanced Solid State Thermodynamics
 MATE 260 , Theory of Semiconductor Materials
 MATE 265 , Principles of Nanomaterials
 MATE 270 , Methods of Thin Film Deposition
 MATE 280 , Graduate Research
 MATE 280I , Graduate Research Internship
 MATE 281 , MS Thesis/Project Preparation Seminar
 MATE 297 , Special Topics in Materials Engineering
 MATE 298 , MS Research/Project
 MATE 298I , Master’s Project Internship
 MATE 299 , Master’s Thesis
 MATE 299I , Master’s Thesis Internship
 MATE 1290R , Culminating Experience Supervision
 MATH 1 , Mathematical Reasoning
 MATH 10 , Mathematics for General Education
 MATH 10A , Mathematics in Art and Music
 MATH 10D ," Probability, Data Science, Ethics, and You"
 MATH 10P , Mathematics in Politics
 MATH 12 , Number Systems
 MATH 15F , Statway Part A: Statistics-Concepts & Methods
 MATH 15S , Statway Part B: Statistics-Concepts & Methods
 MATH 18A , College Algebra
 MATH 18AW , College Algebra Workshop
 MATH 18B , Trigonometry
 MATH 18BW , Trigonometry Workshop
 MATH 19 , Precalculus
 MATH 19W , Precalculus Workshop
 MATH 30 , Calculus I
 MATH 30W , Calculus I Workshop
 MATH 30X , Calculus I
 MATH 31 , Calculus II
 MATH 31W , Calculus II Workshop
 MATH 31X , Calculus II
 MATH 32 , Calculus III
 MATH 32H , Honors Multivariable Calculus
 MATH 32W , Calculus III Workshop
 MATH 32X , Calculus III
 MATH 33A , Ordinary Differential Equations for SCI & ENGR
 MATH 33LA , Differential Equations and Linear Algebra
 MATH 34 , Ordinary Differential Equations
 MATH 39 , Linear Algebra I
 MATH 42 , Discrete Mathematics
 MATH 42W , Discrete Math Workshop
 MATH 42X , Discrete Mathematics
 MATH 50 , Scientific Computing I
 MATH 70 , Finite Mathematics
 MATH 71 , Calculus for Business and Aviation
 MATH 71W , Calculus Workshop for Business/Aviation
 MATH 71X , Calculus for Business and Aviation
 MATH 92 , International Program Studies
 MATH 101 , Problem Solving for Teachers
 MATH 102 , Secondary School Mathematics
 MATH 104 , History of Mathematics
 MATH 105 ," Concepts in Mathematics, Probability, Statistics"
 MATH 106 , Intuitive Geometry
 MATH 107A , Explorations in Algebra
 MATH 107B , Explorations in Geometry
 MATH 108 , Introduction to Abstract Mathematics and Proofs
 MATH 112 , Vector Calculus
 MATH 113 , Differential Geometry
 MATH 115 , Modern Geometry and Transformations
 MATH 126 , Theory of Numbers
 MATH 127 , Applied and Industrial Algebra
 MATH 128A , Abstract Algebra I
 MATH 128B , Abstract Algebra II
 MATH 129B , Linear Algebra II
 MATH 131A , Introduction to Analysis
 MATH 131B , Introduction to Real Variables
 MATH 132 , Advanced Calculus
 MATH 133B , Partial Differential Equations
 MATH 134 , Ord. Diff. Eqns and Dynamical Systems
 MATH 138 , Complex Variables
 MATH 142 , Introduction to Combinatorics
 MATH 143C , Numerical Analysis and Scientific Computing
 MATH 143M , Numerical Analysis and Scientific Computing
 MATH 146 , An Introduction to Mathematical Cryptography
 MATH 150 , Theory of Interest
 MATH 151 , Fundamentals of Data Science
 MATH 161A , Applied Probability and Statistics I
 MATH 161B , Applied Probability and Statistics II
 MATH 162 , Statistics for Bioinformatics
 MATH 163 , Probability Theory
 MATH 163W , Probability Workshop
 MATH 164 , Mathematical Statistics
 MATH 167PS , Introduction to Python Programming and SQL
 MATH 167R , Statistical Programming with R
 MATH 170 , Mathematical Modeling for the Life Sciences
 MATH 177 , Linear and Non-Linear Optimization
 MATH 178 , Mathematical Modeling
 MATH 179 , Introduction to Graph Theory
 MATH 180 , Individual Studies
 MATH 180H , Individual Studies for Honors
 MATH 180R , Undergraduate Research in Mathematics
 MATH 185 , Special Topics in Mathematics
 MATH 188I , Student Internships
 MATH 190 , Introduction to MS Level Statistics
 MATH 192 , International Program Studies
 MATH 201A , Mathematics for Secondary Teachers
 MATH 201B , Mathematics for Secondary Teachers
 MATH 203 ," Applied Mathematics, Computation, and Statistics Projects"
 MATH 213A , Introduction to Smooth Manifolds
 MATH 213B , Introduction to Riemannian Geometry
 MATH 221A , Higher Algebra I
 MATH 221B , Higher Algebra II
 MATH 226 , Theory of Numbers
 MATH 229 , Advanced Matrix Theory
 MATH 231A , Real Analysis
 MATH 231B , Functional Analysis
 MATH 233A , Applied Mathematics I
 MATH 234 , Advanced Dynamical Systems
 MATH 235 , Wavelets and their Applications
 MATH 238 , Advanced Complex Variables
 MATH 243A , Numerical Solution of PDEs
 MATH 243B , Advanced Topics in Numerical Analysis
 MATH 243M , Numerical Linear Algebra
 MATH 250 , Mathematical Methods for Data Visualization
 MATH 251 , Statistical and Machine Learning Classification
 MATH 252 , Cluster Analysis
 MATH 257 , Multivariate Data Analysis
 MATH 258 , Categorical Data Analysis
 MATH 261A , Regression Theory and Methods
 MATH 261B , Design and Analysis of Experiments
 MATH 263 , Stochastic Processes
 MATH 264 , Bayesian Data Analysis
 MATH 265 , Time Series Theory and Methods
 MATH 267 , Computational Statistics
 MATH 269 , Statistical Consulting
 MATH 275A , Topology
 MATH 275B , Advanced Topics in Topology
 MATH 279A , Graph Theory
 MATH 279B , Advanced Graph Theory
 MATH 280 , Graduate Individual Studies
 MATH 281 , Research Seminar
 MATH 285 , Advanced Topics in Mathematics
 MATH 285A , Advanced Topics in Applied Mathematics
 MATH 285M , Advanced Topics in Pure Mathematics
 MATH 285S , Advanced Topics in Statistics
 MATH 287 , Professional Development in College Teaching
 MATH 288I , Internships
 MATH 288J , Applied Mathematics Internship
 MATH 295E , Mathematics Comprehensive Exam Preparation
 MATH 297A ," Preparation for Writing Project, Research Project or Thesis"
 MATH 298 , Special Study
 MATH 299 , Master’s Thesis
 MATH 1001S , Supported Instruction for MATH 001
 MATH 1010AS , Support Course for Math 10A
 MATH 1010DS , Support Course for MATH 10D
 MATH 1010PS , Support Course for Math 10P
 MATH 1015D , Statway Algebra Review Activity
 MATH 1015W , Statway Supplemental Activity
 MATH 1018AS , Support Course for MATH 18A
 MATH 1019S , Supported Instruction for MATH 19
 MATH 1290R , Culminating Experience Supervision
 MTED 280 , Research in Math Education
 MTED 281A , Seminar in Postsecondary Mathematics Teaching I
 MTED 281B , Seminar in Postsecondary Mathematics Teaching II
 MTED 281C , Seminar in Postsecondary Mathematics Teaching III
 MTED 184S , Math Education Phase II Seminar
 MTED 184X , Student Teaching Phase I
 MTED 184Y , Student Teaching II - Classroom Teaching
